SRforSCF_03.csv, ñ@ê¸ñ íºíBì˙éÀó , êÖïΩñ ìVãÛì˙éÀó , ígñ[1_ó‚ñ[2
52417, 36, 72, 2
52418, 38, 29, 2
52419, 2, 2, 2
52420, 0, 0, 2
52421, 0, 0, 2
52422, 0, 0, 2
52423, 0, 0, 2
52424, 0, 0, 2
52501, 0, 0, 2
52502, 0, 0, 2
52503, 0, 0, 2
52504, 0, 0, 2
52505, 17, 19, 2
52506, 17, 55, 2
52507, 17, 91, 2
52508, 12, 136, 2
52509, 10, 174, 2
52510, 22, 194, 2
52511, 26, 253, 2
52512, 26, 205, 2
52513, 22, 196, 2
52514, 22, 170, 2
52515, 17, 136, 2
52516, 14, 98, 2
52517, 17, 57, 2
52518, 17, 22, 2
52519, 0, 0, 2
52520, 0, 0, 2
52521, 0, 0, 2
52522, 0, 0, 2
52523, 0, 0, 2
52524, 0, 0, 2
52601, 0, 0, 2
52602, 0, 0, 2
52603, 0, 0, 2
52604, 0, 0, 2
52605, 14, 19, 2
52606, 22, 60, 2
52607, 19, 105, 2
52608, 24, 146, 2
52609, 26, 186, 2
52610, 36, 253, 2
52611, 38, 268, 2
52612, 14, 227, 2
52613, 24, 213, 2
52614, 22, 191, 2
52615, 117, 225, 2
52616, 146, 162, 2
52617, 182, 98, 2
52618, 41, 31, 2
52619, 2, 2, 2
52620, 0, 0, 2
52621, 0, 0, 2
52622, 0, 0, 2
52623, 0, 0, 2
52624, 0, 0, 2
52701, 0, 0, 2
52702, 0, 0, 2
52703, 0, 0, 2
52704, 0, 0, 2
52705, 65, 31, 2
52706, 57, 79, 2
52707, 81, 146, 2
52708, 444, 174, 2
52709, 363, 251, 2
52710, 533, 215, 2
52711, 636, 174, 2
52712, 638, 174, 2
52713, 640, 160, 2
52714, 633, 143, 2
52715, 294, 217, 2
52716, 186, 165, 2
52717, 308, 91, 2
52718, 65, 33, 2
52719, 2, 2, 2
52720, 0, 0, 2
52721, 0, 0, 2
52722, 0, 0, 2
52723, 0, 0, 2
52724, 0, 0, 2
52801, 0, 0, 2
52802, 0, 0, 2
52803, 0, 0, 2
52804, 0, 0, 2
52805, 24, 24, 2
52806, 86, 86, 2
52807, 208, 158, 2
52808, 33, 170, 2
52809, 24, 177, 2
52810, 22, 210, 2
52811, 22, 225, 2
52812, 22, 227, 2
52813, 17, 215, 2
52814, 22, 182, 2
52815, 36, 172, 2
52816, 22, 103, 2
52817, 31, 72, 2
52818, 22, 26, 2
52819, 2, 2, 2
52820, 0, 0, 2
52821, 0, 0, 2
52822, 0, 0, 2
52823, 0, 0, 2
52824, 0, 0, 2
52901, 0, 0, 2
52902, 0, 0, 2
52903, 0, 0, 2
52904, 0, 0, 2
52905, 50, 29, 2
52906, 100, 88, 2
52907, 521, 105, 2
52908, 557, 139, 2
52909, 468, 213, 2
52910, 174, 330, 2
52911, 7, 205, 2
52912, 38, 270, 2
52913, 98, 318, 2
52914, 26, 215, 2
52915, 33, 170, 2
52916, 29, 124, 2
52917, 33, 72, 2
52918, 36, 31, 2
52919, 2, 2, 2
52920, 0, 0, 2
52921, 0, 0, 2
52922, 0, 0, 2
52923, 0, 0, 2
52924, 0, 0, 2
53001, 0, 0, 2
53002, 0, 0, 2
53003, 0, 0, 2
53004, 0, 0, 2
53005, 57, 31, 2
53006, 33, 69, 2
53007, 31, 117, 2
53008, 69, 203, 2
53009, 100, 275, 2
53010, 131, 325, 2
53011, 96, 339, 2
53012, 26, 270, 2
53013, 134, 330, 2
53014, 296, 275, 2
53015, 129, 229, 2
53016, 526, 108, 2
53017, 127, 98, 2
53018, 65, 36, 2
53019, 2, 2, 2
53020, 0, 0, 2
53021, 0, 0, 2
53022, 0, 0, 2
53023, 0, 0, 2
53024, 0, 0, 2
53101, 0, 0, 2
53102, 0, 0, 2
53103, 0, 0, 2
53104, 2, 2, 2
53105, 88, 33, 2
53106, 385, 79, 2
53107, 581, 91, 2
53108, 628, 112, 2
53109, 643, 136, 2
53110, 640, 160, 2
53111, 643, 172, 2
53112, 643, 172, 2
53113, 643, 160, 2
53114, 640, 141, 2
53115, 315, 215, 2
53116, 499, 115, 2
53117, 220, 100, 2
53118, 81, 38, 2
53119, 2, 2, 2
53120, 0, 0, 2
53121, 0, 0, 2
53122, 0, 0, 2
53123, 0, 0, 2
53124, 0, 0, 2
60101, 0, 0, 2
60102, 0, 0, 2
60103, 0, 0, 2
60104, 0, 0, 2
60105, 86, 33, 2
60106, 334, 86, 2
60107, 468, 117, 2
60108, 511, 153, 2
60109, 528, 186, 2
60110, 516, 225, 2
60111, 521, 239, 2
60112, 561, 217, 2
60113, 507, 232, 2
60114, 571, 172, 2
60115, 514, 158, 2
60116, 423, 134, 2
60117, 332, 91, 2
60118, 210, 41, 2
60119, 5, 5, 2
60120, 0, 0, 2
60121, 0, 0, 2
60122, 0, 0, 2
60123, 0, 0, 2
60124, 0, 0, 2
60201, 0, 0, 2
60202, 0, 0, 2
60203, 0, 0, 2
60204, 2, 2, 2
60205, 186, 36, 2
60206, 366, 84, 2
60207, 509, 108, 2
60208, 557, 139, 2
60209, 566, 172, 2
60210, 569, 198, 2
60211, 573, 210, 2
60212, 487, 258, 2
60213, 380, 289, 2
60214, 616, 153, 2
60215, 576, 136, 2
60216, 538, 105, 2
60217, 382, 86, 2
60218, 172, 43, 2
60219, 5, 5, 2
60220, 0, 0, 2
60221, 0, 0, 2
60222, 0, 0, 2
60223, 0, 0, 2
60224, 0, 0, 2
60301, 0, 0, 2
60302, 0, 0, 2
60303, 0, 0, 2
60304, 0, 0, 2
60305, 26, 24, 2
60306, 60, 84, 2
60307, 48, 134, 2
60308, 241, 222, 2
60309, 12, 179, 2
60310, 14, 115, 2
60311, 10, 179, 2
60312, 55, 311, 2
60313, 194, 334, 2
60314, 504, 201, 2
60315, 573, 136, 2
60316, 170, 170, 2
60317, 115, 100, 2
60318, 139, 43, 2
60319, 5, 5, 2
60320, 0, 0, 2
60321, 0, 0, 2
60322, 0, 0, 2
60323, 0, 0, 2
60324, 0, 0, 2
60401, 0, 0, 2
60402, 0, 0, 2
60403, 0, 0, 2
60404, 2, 2, 2
60405, 53, 31, 2
60406, 155, 96, 2
60407, 7, 62, 2
60408, 10, 53, 2
60409, 0, 74, 2
60410, 7, 115, 2
60411, 0, 96, 2
60412, 41, 0, 2
60413, 45, 0, 2
60414, 33, 0, 2
60415, 29, 0, 2
60416, 0, 24, 2
60417, 2, 19, 2
60418, 0, 5, 2
60419, 0, 0, 2
60420, 0, 0, 2
60421, 0, 0, 2
60422, 0, 0, 2
60423, 0, 0, 2
60424, 0, 0, 2
60501, 0, 0, 2
60502, 0, 0, 2
60503, 0, 0, 2
60504, 0, 0, 2
60505, 2, 7, 2
60506, 2, 33, 2
60507, 2, 62, 2
60508, 7, 79, 2
60509, 0, 96, 2
60510, 5, 115, 2
60511, 5, 182, 2
60512, 2, 210, 2
60513, 17, 217, 2
60514, 22, 81, 2
60515, 2, 74, 2
60516, 19, 108, 2
60517, 337, 93, 2
60518, 217, 43, 2
60519, 2, 2, 2
60520, 0, 0, 2
60521, 0, 0, 2
60522, 0, 0, 2
60523, 0, 0, 2
60524, 0, 0, 2
60601, 0, 0, 2
60602, 0, 0, 2
60603, 0, 0, 2
60604, 2, 2, 2
60605, 53, 31, 2
60606, 382, 81, 2
60607, 504, 110, 2
60608, 545, 141, 2
60609, 569, 172, 2
60610, 557, 203, 2
60611, 578, 208, 2
60612, 234, 354, 2
60613, 33, 244, 2
60614, 115, 284, 2
60615, 449, 182, 2
60616, 344, 153, 2
60617, 394, 86, 2
60618, 141, 43, 2
60619, 2, 2, 2
60620, 0, 0, 2
60621, 0, 0, 2
60622, 0, 0, 2
60623, 0, 0, 2
60624, 0, 0, 2
60701, 0, 0, 2
60702, 0, 0, 2
60703, 0, 0, 2
60704, 2, 2, 2
60705, 191, 38, 2
60706, 174, 96, 2
60707, 60, 141, 2
60708, 24, 155, 2
60709, 24, 198, 2
60710, 43, 272, 2
60711, 26, 270, 2
60712, 5, 232, 2
60713, 19, 232, 2
60714, 24, 198, 2
60715, 17, 139, 2
60716, 14, 93, 2
60717, 7, 50, 2
60718, 5, 19, 2
60719, 2, 2, 2
60720, 0, 0, 2
60721, 0, 0, 2
60722, 0, 0, 2
60723, 0, 0, 2
60724, 0, 0, 2
60801, 0, 0, 2
60802, 0, 0, 2
60803, 0, 0, 2
60804, 0, 0, 2
60805, 38, 29, 2
60806, 62, 84, 2
60807, 43, 131, 2
60808, 196, 227, 2
60809, 516, 194, 2
60810, 523, 222, 2
60811, 545, 227, 2
60812, 550, 225, 2
60813, 521, 225, 2
60814, 356, 260, 2
60815, 301, 222, 2
60816, 220, 170, 2
60817, 323, 96, 2
60818, 110, 43, 2
60819, 5, 5, 2
60820, 0, 0, 2
60821, 0, 0, 2
60822, 0, 0, 2
60823, 0, 0, 2
60824, 0, 0, 2
60901, 0, 0, 2
60902, 0, 0, 2
60903, 0, 0, 2
60904, 0, 0, 2
60905, 2, 12, 2
60906, 7, 41, 2
60907, 12, 93, 2
60908, 53, 194, 2
60909, 351, 256, 2
60910, 463, 248, 2
60911, 291, 337, 2
60912, 201, 358, 2
60913, 358, 296, 2
60914, 339, 265, 2
60915, 337, 215, 2
60916, 339, 153, 2
60917, 196, 105, 2
60918, 24, 31, 2
60919, 0, 2, 2
60920, 0, 0, 2
60921, 0, 0, 2
60922, 0, 0, 2
60923, 0, 0, 2
60924, 0, 0, 2
61001, 0, 0, 2
61002, 0, 0, 2
61003, 0, 0, 2
61004, 0, 2, 2
61005, 69, 33, 2
61006, 139, 96, 2
61007, 53, 136, 2
61008, 38, 174, 2
61009, 119, 282, 2
61010, 511, 227, 2
61011, 256, 349, 2
61012, 540, 229, 2
61013, 186, 337, 2
61014, 256, 287, 2
61015, 368, 208, 2
61016, 432, 136, 2
61017, 208, 105, 2
61018, 205, 45, 2
61019, 5, 5, 2
61020, 0, 0, 2
61021, 0, 0, 2
61022, 0, 0, 2
61023, 0, 0, 2
61024, 0, 0, 2
61101, 0, 0, 2
61102, 0, 0, 2
61103, 0, 0, 2
61104, 0, 2, 2
61105, 86, 36, 2
61106, 366, 84, 2
61107, 418, 129, 2
61108, 473, 167, 2
61109, 590, 160, 2
61110, 561, 201, 2
61111, 561, 217, 2
61112, 557, 220, 2
61113, 554, 208, 2
61114, 564, 177, 2
61115, 545, 148, 2
61116, 495, 119, 2
61117, 428, 84, 2
61118, 248, 45, 2
61119, 5, 5, 2
61120, 0, 0, 2
61121, 0, 0, 2
61122, 0, 0, 2
61123, 0, 0, 2
61124, 0, 0, 2
61201, 0, 0, 2
61202, 0, 0, 2
61203, 0, 0, 2
61204, 0, 0, 2
61205, 5, 14, 2
61206, 5, 33, 2
61207, 2, 65, 2
61208, 10, 115, 2
61209, 12, 179, 2
61210, 24, 227, 2
61211, 74, 320, 2
61212, 153, 358, 2
61213, 215, 334, 2
61214, 330, 270, 2
61215, 361, 210, 2
61216, 241, 170, 2
61217, 358, 93, 2
61218, 60, 41, 2
61219, 5, 5, 2
61220, 0, 0, 2
61221, 0, 0, 2
61222, 0, 0, 2
61223, 0, 0, 2
61224, 0, 0, 2
61301, 0, 0, 2
61302, 0, 0, 2
61303, 0, 0, 2
61304, 0, 0, 2
61305, 31, 26, 2
61306, 160, 96, 2
61307, 239, 160, 2
61308, 189, 227, 2
61309, 172, 287, 2
61310, 33, 258, 2
61311, 33, 282, 2
61312, 12, 213, 2
61313, 10, 122, 2
61314, 0, 108, 2
61315, 0, 100, 2
61316, 7, 62, 2
61317, 2, 29, 2
61318, 2, 10, 2
61319, 0, 0, 2
61320, 0, 0, 2
61321, 0, 0, 2
61322, 0, 0, 2
61323, 0, 0, 2
61324, 0, 0, 2
61401, 0, 0, 2
61402, 0, 0, 2
61403, 0, 0, 2
61404, 0, 0, 2
61405, 0, 10, 2
61406, 5, 38, 2
61407, 7, 72, 2
61408, 5, 98, 2
61409, 0, 127, 2
61410, 0, 174, 2
61411, 0, 182, 2
61412, 0, 134, 2
61413, 12, 122, 2
61414, 0, 153, 2
61415, 29, 170, 2
61416, 76, 158, 2
61417, 17, 62, 2
61418, 19, 31, 2
61419, 5, 5, 2
61420, 0, 0, 2
61421, 0, 0, 2
61422, 0, 0, 2
61423, 0, 0, 2
61424, 0, 0, 2
61501, 0, 0, 2
61502, 0, 0, 2
61503, 0, 0, 2
61504, 0, 0, 2
61505, 24, 26, 2
61506, 55, 81, 2
61507, 41, 127, 2
61508, 184, 227, 2
61509, 437, 225, 2
61510, 320, 306, 2
61511, 533, 232, 2
61512, 177, 358, 2
61513, 153, 337, 2
61514, 287, 282, 2
61515, 444, 184, 2
61516, 573, 100, 2
61517, 425, 86, 2
61518, 246, 48, 2
61519, 12, 7, 2
61520, 0, 0, 2
61521, 0, 0, 2
61522, 0, 0, 2
61523, 0, 0, 2
61524, 0, 0, 2
61601, 0, 0, 2
61602, 0, 0, 2
61603, 0, 0, 2
61604, 0, 2, 2
61605, 186, 38, 2
61606, 325, 86, 2
61607, 471, 117, 2
61608, 511, 153, 2
61609, 523, 189, 2
61610, 538, 213, 2
61611, 550, 222, 2
61612, 552, 225, 2
61613, 545, 213, 2
61614, 540, 189, 2
61615, 528, 155, 2
61616, 483, 124, 2
61617, 327, 98, 2
61618, 103, 45, 2
61619, 12, 7, 2
61620, 0, 0, 2
61621, 0, 0, 2
61622, 0, 0, 2
61623, 0, 0, 2
61624, 0, 0, 2
61701, 0, 0, 2
61702, 0, 0, 2
61703, 0, 0, 2
61704, 0, 2, 2
61705, 60, 31, 2
61706, 36, 72, 2
61707, 201, 160, 2
61708, 222, 225, 2
61709, 258, 277, 2
61710, 370, 289, 2
61711, 411, 294, 2
61712, 495, 256, 2
61713, 146, 337, 2
61714, 22, 182, 2
61715, 10, 79, 2
61716, 5, 67, 2
61717, 108, 105, 2
61718, 492, 36, 2
61719, 12, 7, 2
61720, 0, 0, 2
61721, 0, 0, 2
61722, 0, 0, 2
61723, 0, 0, 2
61724, 0, 0, 2
61801, 0, 0, 2
61802, 0, 0, 2
61803, 0, 0, 2
61804, 0, 2, 2
61805, 141, 38, 2
61806, 258, 93, 2
61807, 139, 160, 2
61808, 416, 184, 2
61809, 511, 194, 2
61810, 327, 303, 2
61811, 514, 241, 2
61812, 435, 284, 2
61813, 108, 327, 2
61814, 492, 210, 2
61815, 442, 186, 2
61816, 323, 160, 2
61817, 115, 105, 2
61818, 131, 48, 2
61819, 12, 7, 2
61820, 0, 0, 2
61821, 0, 0, 2
61822, 0, 0, 2
61823, 0, 0, 2
61824, 0, 0, 2
61901, 0, 0, 2
61902, 0, 0, 2
61903, 0, 0, 2
61904, 0, 0, 2
61905, 2, 12, 2
61906, 10, 48, 2
61907, 12, 84, 2
61908, 5, 122, 2
61909, 7, 155, 2
61910, 10, 177, 2
61911, 5, 182, 2
61912, 10, 143, 2
61913, 17, 124, 2
61914, 12, 170, 2
61915, 33, 177, 2
61916, 33, 131, 2
61917, 19, 67, 2
61918, 10, 24, 2
61919, 0, 2, 2
61920, 0, 0, 2
61921, 0, 0, 2
61922, 0, 0, 2
61923, 0, 0, 2
61924, 0, 0, 2
62001, 0, 0, 2
62002, 0, 0, 2
62003, 0, 0, 2
62004, 0, 0, 2
62005, 2, 10, 2
62006, 0, 29, 2
62007, 0, 45, 2
62008, 12, 98, 2
62009, 19, 167, 2
62010, 10, 198, 2
62011, 0, 177, 2
62012, 24, 143, 2
62013, 19, 160, 2
62014, 12, 155, 2
62015, 12, 146, 2
62016, 19, 110, 2
62017, 12, 53, 2
62018, 5, 22, 2
62019, 0, 2, 2
62020, 0, 0, 2
62021, 0, 0, 2
62022, 0, 0, 2
62023, 0, 0, 2
62024, 0, 0, 2
62101, 0, 0, 2
62102, 0, 0, 2
62103, 0, 0, 2
62104, 0, 0, 2
62105, 2, 12, 2
62106, 7, 41, 2
62107, 12, 76, 2
62108, 14, 134, 2
62109, 17, 141, 2
62110, 0, 143, 2
62111, 0, 172, 2
62112, 2, 184, 2
62113, 0, 184, 2
62114, 10, 139, 2
62115, 10, 139, 2
62116, 48, 143, 2
62117, 84, 100, 2
62118, 72, 43, 2
62119, 5, 5, 2
62120, 0, 0, 2
62121, 0, 0, 2
62122, 0, 0, 2
62123, 0, 0, 2
62124, 0, 0, 2
62201, 0, 0, 2
62202, 0, 0, 2
62203, 0, 0, 2
62204, 0, 0, 2
62205, 17, 22, 2
62206, 72, 84, 2
62207, 287, 151, 2
62208, 29, 162, 2
62209, 14, 155, 2
62210, 24, 115, 2
62211, 0, 172, 2
62212, 22, 263, 2
62213, 131, 334, 2
62214, 607, 158, 2
62215, 430, 191, 2
62216, 495, 122, 2
62217, 129, 108, 2
62218, 136, 50, 2
62219, 12, 7, 2
62220, 0, 0, 2
62221, 0, 0, 2
62222, 0, 0, 2
62223, 0, 0, 2
62224, 0, 0, 2
62301, 0, 0, 2
62302, 0, 0, 2
62303, 0, 0, 2
62304, 0, 2, 2
62305, 165, 36, 2
62306, 380, 81, 2
62307, 528, 103, 2
62308, 564, 134, 2
62309, 571, 167, 2
62310, 578, 191, 2
62311, 595, 198, 2
62312, 597, 198, 2
62313, 614, 177, 2
62314, 607, 158, 2
62315, 576, 139, 2
62316, 447, 134, 2
62317, 344, 98, 2
62318, 239, 50, 2
62319, 12, 7, 2
62320, 0, 0, 2
62321, 0, 0, 2
62322, 0, 0, 2
62323, 0, 0, 2
62324, 0, 0, 2
62401, 0, 0, 2
62402, 0, 0, 2
62403, 0, 0, 2
62404, 0, 0, 2
62405, 0, 7, 2
62406, 5, 26, 2
62407, 10, 76, 2
62408, 12, 139, 2
62409, 26, 203, 2
62410, 74, 301, 2
62411, 260, 346, 2
62412, 86, 337, 2
62413, 57, 287, 2
62414, 131, 294, 2
62415, 36, 182, 2
62416, 79, 162, 2
62417, 122, 108, 2
62418, 38, 38, 2
62419, 5, 5, 2
62420, 0, 0, 2
62421, 0, 0, 2
62422, 0, 0, 2
62423, 0, 0, 2
62424, 0, 0, 2
62501, 0, 0, 2
62502, 0, 0, 2
62503, 0, 0, 2
62504, 0, 0, 2
62505, 10, 17, 2
62506, 5, 31, 2
62507, 5, 69, 2
62508, 29, 160, 2
62509, 41, 222, 2
62510, 65, 291, 2
62511, 0, 119, 2
62512, 0, 124, 2
62513, 0, 91, 2
62514, 0, 67, 2
62515, 10, 43, 2
62516, 2, 29, 2
62517, 2, 19, 2
62518, 0, 7, 2
62519, 0, 0, 2
62520, 0, 0, 2
62521, 0, 0, 2
62522, 0, 0, 2
62523, 0, 0, 2
62524, 0, 0, 2
62601, 0, 0, 2
62602, 0, 0, 2
62603, 0, 0, 2
62604, 0, 0, 2
62605, 0, 10, 2
62606, 10, 45, 2
62607, 19, 100, 2
62608, 33, 167, 2
62609, 36, 215, 2
62610, 43, 270, 2
62611, 50, 289, 2
62612, 14, 213, 2
62613, 12, 162, 2
62614, 29, 220, 2
62615, 36, 186, 2
62616, 7, 93, 2
62617, 2, 38, 2
62618, 2, 12, 2
62619, 0, 2, 2
62620, 0, 0, 2
62621, 0, 0, 2
62622, 0, 0, 2
62623, 0, 0, 2
62624, 0, 0, 2
62701, 0, 0, 2
62702, 0, 0, 2
62703, 0, 0, 2
62704, 0, 0, 2
62705, 0, 5, 2
62706, 2, 19, 2
62707, 0, 43, 2
62708, 12, 119, 2
62709, 103, 272, 2
62710, 151, 327, 2
62711, 428, 284, 2
62712, 545, 227, 2
62713, 557, 208, 2
62714, 702, 112, 2
62715, 22, 165, 2
62716, 7, 69, 2
62717, 2, 38, 2
62718, 2, 14, 2
62719, 0, 2, 2
62720, 0, 0, 2
62721, 0, 0, 2
62722, 0, 0, 2
62723, 0, 0, 2
62724, 0, 0, 2
62801, 0, 0, 2
62802, 0, 0, 2
62803, 0, 0, 2
62804, 0, 0, 2
62805, 0, 7, 2
62806, 2, 29, 2
62807, 5, 55, 2
62808, 0, 86, 2
62809, 0, 119, 2
62810, 22, 115, 2
62811, 0, 115, 2
62812, 0, 115, 2
62813, 5, 124, 2
62814, 5, 158, 2
62815, 14, 141, 2
62816, 12, 93, 2
62817, 7, 48, 2
62818, 0, 12, 2
62819, 0, 0, 2
62820, 0, 0, 2
62821, 0, 0, 2
62822, 0, 0, 2
62823, 0, 0, 2
62824, 0, 0, 2
62901, 0, 0, 2
62902, 0, 0, 2
62903, 0, 0, 2
62904, 0, 0, 2
62905, 19, 22, 2
62906, 14, 50, 2
62907, 12, 81, 2
62908, 17, 129, 2
62909, 22, 177, 2
62910, 29, 234, 2
62911, 48, 303, 2
62912, 38, 284, 2
62913, 36, 258, 2
62914, 38, 234, 2
62915, 57, 210, 2
62916, 33, 131, 2
62917, 14, 60, 2
62918, 2, 14, 2
62919, 0, 2, 2
62920, 0, 0, 2
62921, 0, 0, 2
62922, 0, 0, 2
62923, 0, 0, 2
62924, 0, 0, 2
63001, 0, 0, 2
63002, 0, 0, 2
63003, 0, 0, 2
63004, 0, 0, 2
63005, 0, 5, 2
63006, 2, 29, 2
63007, 2, 55, 2
63008, 2, 96, 2
63009, 10, 139, 2
63010, 0, 174, 2
63011, 0, 208, 2
63012, 17, 248, 2
63013, 31, 248, 2
63014, 41, 227, 2
63015, 31, 179, 2
63016, 24, 115, 2
63017, 7, 53, 2
63018, 2, 10, 2
63019, 0, 0, 2
63020, 0, 0, 2
63021, 0, 0, 2
63022, 0, 0, 2
63023, 0, 0, 2
63024, 0, 0, 2
70101, 0, 0, 2
70102, 0, 0, 2
70103, 0, 0, 2
70104, 0, 0, 2
70105, 2, 10, 2
70106, 2, 17, 2
70107, 5, 19, 2
70108, 2, 74, 2
70109, 7, 165, 2
70110, 12, 194, 2
70111, 17, 244, 2
70112, 41, 275, 2
70113, 12, 222, 2
70114, 69, 265, 2
70115, 91, 227, 2
70116, 241, 174, 2
70117, 98, 105, 2
70118, 62, 43, 2
70119, 12, 7, 2
70120, 0, 0, 2
70121, 0, 0, 2
70122, 0, 0, 2
70123, 0, 0, 2
70124, 0, 0, 2
70201, 0, 0, 2
70202, 0, 0, 2
70203, 0, 0, 2
70204, 0, 2, 2
70205, 86, 31, 2
70206, 241, 88, 2
70207, 225, 155, 2
70208, 452, 170, 2
70209, 480, 203, 2
70210, 509, 222, 2
70211, 303, 332, 2
70212, 344, 323, 2
70213, 428, 270, 2
70214, 411, 244, 2
70215, 389, 203, 2
70216, 232, 174, 2
70217, 172, 110, 2
70218, 110, 48, 2
70219, 12, 7, 2
70220, 0, 0, 2
70221, 0, 0, 2
70222, 0, 0, 2
70223, 0, 0, 2
70224, 0, 0, 2
70301, 0, 0, 2
70302, 0, 0, 2
70303, 0, 0, 2
70304, 0, 0, 2
70305, 0, 5, 2
70306, 2, 33, 2
70307, 7, 72, 2
70308, 10, 100, 2
70309, 31, 213, 2
70310, 26, 222, 2
70311, 119, 346, 2
70312, 22, 248, 2
70313, 29, 248, 2
70314, 5, 158, 2
70315, 0, 93, 2
70316, 0, 26, 2
70317, 2, 38, 2
70318, 10, 24, 2
70319, 0, 2, 2
70320, 0, 0, 2
70321, 0, 0, 2
70322, 0, 0, 2
70323, 0, 0, 2
70324, 0, 0, 2
70401, 0, 0, 2
70402, 0, 0, 2
70403, 0, 0, 2
70404, 0, 0, 2
70405, 10, 17, 2
70406, 31, 65, 2
70407, 112, 151, 2
70408, 349, 198, 2
70409, 504, 194, 2
70410, 523, 217, 2
70411, 478, 258, 2
70412, 471, 265, 2
70413, 471, 251, 2
70414, 404, 246, 2
70415, 220, 239, 2
70416, 33, 129, 2
70417, 98, 105, 2
70418, 122, 50, 2
70419, 24, 7, 2
70420, 0, 0, 2
70421, 0, 0, 2
70422, 0, 0, 2
70423, 0, 0, 2
70424, 0, 0, 2
70501, 0, 0, 2
70502, 0, 0, 2
70503, 0, 0, 2
70504, 0, 0, 2
70505, 60, 29, 2
70506, 136, 88, 2
70507, 370, 134, 2
70508, 456, 167, 2
70509, 499, 196, 2
70510, 518, 220, 2
70511, 535, 229, 2
70512, 533, 232, 2
70513, 528, 222, 2
70514, 511, 203, 2
70515, 466, 179, 2
70516, 411, 143, 2
70517, 277, 105, 2
70518, 146, 50, 2
70519, 12, 7, 2
70520, 0, 0, 2
70521, 0, 0, 2
70522, 0, 0, 2
70523, 0, 0, 2
70524, 0, 0, 2
70601, 0, 0, 2
70602, 0, 0, 2
70603, 0, 0, 2
70604, 0, 0, 2
70605, 86, 31, 2
70606, 313, 84, 2
70607, 416, 124, 2
70608, 483, 158, 2
70609, 514, 189, 2
70610, 521, 217, 2
70611, 511, 241, 2
70612, 447, 277, 2
70613, 237, 332, 2
70614, 117, 289, 2
70615, 291, 229, 2
70616, 213, 174, 2
70617, 29, 79, 2
70618, 12, 26, 2
70619, 5, 5, 2
70620, 0, 0, 2
70621, 0, 0, 2
70622, 0, 0, 2
70623, 0, 0, 2
70624, 0, 0, 2
70701, 0, 0, 2
70702, 0, 0, 2
70703, 0, 0, 2
70704, 0, 0, 2
70705, 7, 14, 2
70706, 17, 53, 2
70707, 33, 115, 2
70708, 74, 201, 2
70709, 86, 260, 2
70710, 220, 325, 2
70711, 511, 241, 2
70712, 516, 241, 2
70713, 526, 222, 2
70714, 516, 201, 2
70715, 480, 174, 2
70716, 399, 146, 2
70717, 313, 103, 2
70718, 105, 48, 2
70719, 12, 7, 2
70720, 0, 0, 2
70721, 0, 0, 2
70722, 0, 0, 2
70723, 0, 0, 2
70724, 0, 0, 2
70801, 0, 0, 2
70802, 0, 0, 2
70803, 0, 0, 2
70804, 0, 0, 2
70805, 0, 5, 2
70806, 5, 33, 2
70807, 24, 100, 2
70808, 50, 186, 2
70809, 141, 277, 2
70810, 404, 270, 2
70811, 432, 282, 2
70812, 459, 272, 2
70813, 423, 272, 2
70814, 277, 284, 2
70815, 545, 151, 2
70816, 444, 134, 2
70817, 354, 96, 2
70818, 57, 43, 2
70819, 12, 7, 2
70820, 0, 0, 2
70821, 0, 0, 2
70822, 0, 0, 2
70823, 0, 0, 2
70824, 0, 0, 2
70901, 0, 0, 2
70902, 0, 0, 2
70903, 0, 0, 2
70904, 0, 0, 2
70905, 72, 29, 2
70906, 91, 81, 2
70907, 86, 141, 2
70908, 31, 165, 2
70909, 229, 275, 2
70910, 339, 294, 2
70911, 210, 351, 2
70912, 485, 256, 2
70913, 112, 327, 2
70914, 303, 280, 2
70915, 590, 134, 2
70916, 430, 139, 2
70917, 430, 86, 2
70918, 280, 48, 2
70919, 12, 7, 2
70920, 0, 0, 2
70921, 0, 0, 2
70922, 0, 0, 2
70923, 0, 0, 2
70924, 0, 0, 2
71001, 0, 0, 2
71002, 0, 0, 2
71003, 0, 0, 2
71004, 0, 0, 2
71005, 26, 22, 2
71006, 14, 48, 2
71007, 5, 62, 2
71008, 0, 98, 2
71009, 12, 160, 2
71010, 232, 320, 2
71011, 282, 337, 2
71012, 492, 253, 2
71013, 124, 332, 2
71014, 380, 253, 2
71015, 583, 136, 2
71016, 631, 84, 2
71017, 502, 74, 2
71018, 320, 45, 2
71019, 12, 7, 2
71020, 0, 0, 2
71021, 0, 0, 2
71022, 0, 0, 2
71023, 0, 0, 2
71024, 0, 0, 2
71101, 0, 0, 2
71102, 0, 0, 2
71103, 0, 0, 2
71104, 0, 0, 2
71105, 43, 24, 2
71106, 48, 72, 2
71107, 375, 129, 2
71108, 315, 201, 2
71109, 538, 177, 2
71110, 554, 198, 2
71111, 588, 201, 2
71112, 435, 282, 2
71113, 559, 203, 2
71114, 428, 237, 2
71115, 117, 234, 2
71116, 93, 167, 2
71117, 110, 105, 2
71118, 36, 36, 2
71119, 0, 2, 2
71120, 0, 0, 2
71121, 0, 0, 2
71122, 0, 0, 2
71123, 0, 0, 2
71124, 0, 0, 2
